label,message,message_length
0,ok sweet dream,21
0,company goodenvironment terrific food really nice,70
1,record indicate u maybe entitled pound compensation accident claim free reply claim msg stop txt stop,156
0,ur paper e morn aft tmr,33
0,anything valuable situation first getting second loosing,98
1,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,163
0,got tallent wasting,41
0,nothing getting msg dis name wit different no,58
0,get,19
0,u meet fren dun wan meet ah muz b guy rite,59
0,hiwhat think match,30
1,free msgwe billed mobile number mistake shortcode please call charge refundedthis call free bt landline,160
0,told dr appt next week think im gon na die told check nothing worried didnt listen,144
0,bad girl still remember,39
0,actually decided hungry havent left yet v,60
0,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,131
0,gim ltgt minute ago,39
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl,150
0,ok chinese food way get fat youre paying lipo,69
0,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng,122
0,know people still town,61
0,consider wall bunker shit important never play peaceful guess place high enough dont matter,159
0,im school n ill da lab stuff give call r done,84
0,head straight,36
0,mah b ill pick tomorrow,31
0,im home please call,24
0,ok help ask shes working tmr,45
1,would like see xxx pic hot nearly banned uk,84
0,meet lunch la,22
0,weightloss girl friend make load money ebay something give thanks god,99
0,knowwait check,31
1,private account statement,44
0,im eatin lor goin back work soon e mountain deer show huh watch b liao nice,106
0,convey regard,24
0,well right im gon na get check today steam salespee text want come get,121
0,rushing im working im school rush go hungry,70
0,probably want pick,31
0,sent ur email id soon,24
0,norm tomorrow finish co st test need sort library stuff point tomo got letter today access til end march better get move,191
0,tell said eat shit,25
0,hi dahow today class,31
0,one day crab running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt,295
0,thanx puttin da fone,35
1,urgent mobile number bonus caller prize nd attempt reach call asap box nqp ppm,166
1,u secret admirer looking make contact ufind rreveal think ur specialcall,132
1,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p,160
0,im good registered vote,38
0,responding,27
0,guy bitching acted like id interested buying something else next week gave u free,125
0,aiyar u poor thing give u support k jia ill think u,77
0,sorry chikku cell got problem thts nt able reply u msg u,81
0,dont message offer,27
0,could kiss feel next,42
0,fri ah okie lorgoin drivin den go shoppin tt,65
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom,158
0,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,102
0,supposed meet discus abt trip thought xuhui told afternoon thought go lesson,132
0,test earlier appreciate call tomorrow,68
0,kent vale lor wait ar,38
0,nice day impressively sensible went home early feel fine boring whens cant remember,140
0,dad back ph,23
0,u dun drive go sch,35
0,mmmmm loved waking word morning miss love hope day go well happy wait u together,158
0,dis yijue jus saw ur mail case huiming havent sent u num dis num,85
0,txting driving,26
0,one day training,33
0,good morning plz call sir,28
0,haha heard text youre around,45
0,several sir,23
0,really hows master,72
0,dunno lei might b eatin wif frens wan eat wait lar,80
0,hard believe thing like say lie think twice saying anything,99
0,ill pick pm go taunton still want come,76
1,u want xmas free text message new video phone half price line rental call free find,154
0,good morning dear great amp successful day,66
1,free ring tone text polys every week get new tone yr wk,106
0,hey dont go watch x men lunch haha,62
0,ugh dont wan na get bed warm,47
0,mean february april ill getting place stay dont hustle back forth audition season since sister moved away harlem,190
0,going film day da pm sorry da,45
1,valued vodafone customer computer picked win prize collect easy call,135
0,mum going robinson already,31
0,haha yeah see sec,43
0,get library,31
1,freemsg hey im buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts,154
0,rofl true name,26
0,babe need advice,24
0,swt thought nver get tired little thing lovable person cozsomtimes little thing occupy biggest part heart gud ni,156
0,oh k come tomorrow,28
0,tonight mate catching sleep new number way,79
0,ha ha ha good joke girl situation seeker,48
0,know dad back,34
0,new theory argument win situation loses person dont argue ur friend kick amp say im always correct,145
0,wanted say holy shit guy werent kidding bud,68
0,umma say anything,26
0,taught ranjith sir called sm like becaus he verifying project prabu told today pa dont mistake,143
0,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp player,110
0,love cuddle want hold strong arm right,67
0,hey really pretty late want go lesson first join im reaching tp mrt,114
0,nothis kallis home groundamla home town durban,60
0,send number give reply tomorrow morning said like ok,89
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn,158
0,lovely night xxx,31
0,sorry de went shop,24
0,ok lar joking wif u oni,29
0,hi dis yijue would happy work wif gek,65
1,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd,136
0,happy new year u,24
1,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,161
0,ok asked money far,29
0,youll get headache trying figure u trust math promise,101
0,exam february wish great day,48
0,r outside already,21
1,santa calling would little one like call santa xmas eve call book time callsppm last min tc wwwsantacallingcom,158
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl,158
0,dunno let go learn pilate,46
0,staying town,25
1,price claim call,69
0,collecting ur laptop going configure da setting izzit,65
1,win cash prize prize worth,45
0,call ltgt min thats ok,41
0,good night dear sleepwellamptake care,44
0,ill min look,51
0,hit move,44
1,today voda number ending selected receive award hava match please call quoting claim code standard rate app,157
0,mostly sport typelyk footblcrckt,38
0,kkany special today,24
0,oh oh wasted den muz chiong sat n sun liao,54
0,could ask carlos could get anybody else chip,67
0,xy going e lunch,22
0,cme want go ho morow wil cme got dear didnt say time,125
0,today system sh get readyall well also deep well,71
0,hey happen de alright,36
0,big god bring success,43
0,sorry light turned green meant another friend wanted ltgt worth may around,98
0,went project centre,24
0,wait thats still clear sure sarcastic thats x doesnt want live u,130
0,love aathilove u lot,28
0,dunno close oredi v fan,45
1,win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwincouk,132
0,tomarrow want got court ltdecimalgt come bus stand,85
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,166
0,going wipro interview today,39
1,urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm,153
0,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting,375
0,ok ask abt e movie u wan ktv oso,42
0,yes think office lap room think thats last day didnt shut,115
0,pay ltdecimalgt lakh,37
0,boy late home father power frndship,54
0,fetch yun u fetch,23
0,luv u soo much u dont understand special u r ring u morrow luv u xxx,81
0,oh ho first time u use type word,55
0,im done oredi,17
0,u call,20
0,wish u many many return day happy birthday vikky,60
0,youve always brainy one,34
1,thanks ringtone order reference number xyour mobile charged tone arrive please call customer service,156
0,food,25
0,pls speak customer machan,34
0,im gloucesterroad uup later,43
0,ha ha cool cool chikku chikkudb,38
0,happy sad one thing past good morning,74
0,okok okthenwhats ur today plan,36
0,completed degree use joining finance,59
0,fact leave think addie go back school tues wed,72
0,lmao wheres fish memory need,45
0,clothes jewelry trip,38
1,hi sexychat girl waiting text text great night chatting send stop stop service,124
0,sorry ill call later,22
0,im class holla later,30
0,ok thanx take care,29
0,size elephant tablet u shove um ur as,59
0,hmm yeah grooved im looking forward pound special,83
0,sorry dai thought calling lot timeslil busyi call noon,87
0,zoe hit im fucking shitin il defo try hardest cum morow luv u million lekdog,103
0,excellent spent ltgt year air force iraq afghanistan stable honest like traveling,123
0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,118
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,263
0,avatar supposed subtoitles,37
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,212
0,shoot big load get ready,39
1,dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply,114
0,remember day,22
0,might want pull case plan spending dont much confidence derek taylor money management,157
0,two carton u pleased shelf,67
0,im viveki got call number,39
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,212
0,watching tv lor nice one like lor,42
0,best watch say cause get drunk motherfucker,63
1,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads,143
0,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale,105
0,u definitely need module e humanity dis sem izzit u wan take module st,91
0,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning,293
0,cant speak bcaz mobile problem listen cannt listen voice call later,111
0,ill post lr class,31
0,hey look like wrong one kappa guy number still phone want text see he around,133
0,oh really make air whats talent,55
0,like shaking booty dance floor,50
0,got gas money chance gang want go grand nature adventure,92
0,think ive fixed send test message,50
0,eh sorry leh din c ur msg sad already lar watching tv u still office,91
0,yes saw message,33
0,right meanwhile hows project twin comin,53
0,busy trying finish new year looking forward finally meeting,88
1,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,159
0,say bold torch later one torch bold,59
0,usually body take care buy making sure doesnt progress pls continue talk saturday,112
0,howz painit come todaydo said ystrdayice medicine,72
0,alex know guy sell mids he south tampa dont think could set like,110
0,use foreign stamp country,43
0,r u sure theyll understand wine good idea slurp,68
0,issue right ill fix tomorrow,53
0,lol dont know awesome phone could click delete right want,85
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb,146
0,orh tot u say still dun believe,42
0,way,37
0,dont pick call something important tell hrishi,69
0,getting worried derek taylor already assumed worst,84
0,sir waiting letter,29
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,87
0,hi yijue meet u tmr,41
0,check room befor activity,46
0,hey gal anyone u going e driving centre tmr,58
0,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,152
0,im great aunt anniversary party tarpon spring,63
0,n funny,20
0,use soc use home dunno type word ar,82
0,yes princess want make happy,41
0,noe ben going,25
0,yet chikkugoing room nw im bus,46
0,studying ill free next weekend,40
0,come n pick come immediately aft ur lesson,59
0,nah straight bring bud drink something thats actually little useful straight cash,123
0,really getting hanging around,48
0,make squeezed ltgt buck dad,64
0,hide anythiing keeping distance,49
0,shower baby,36
1,knock knock txt whose enter r weekly draw gift voucher store yr choice tc wwwtklscom age stoptxtstopweek,154
0,im coming back thursday yay gon na ok get money cheer oh yeah everything alright hows school call work,162
0,lol wont feel bad use money take steak dinner,80
0,make baby yo tho,28
0,come room come house co house still messy haha,77
1,winner u specially selected receive holiday flight inc speak live operator claim pmin,152
0,enjoy watching playing football basketball anything outdoors,81
0,wait minstand bus stop,29
0,symptom u love u like listening song u get stopped u see name beloved u wont get angry,137
0,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh,119
0,customer place call,31
0,delhi chennai still silent,31
1,registered subscriber yr draw gift voucher b entered receipt correct an next olympics txt an,145
1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,157
0,home work meh,28
0,nojst change tat,25
0,sindu got job birla soft,30
0,neva tell noe im home da aft wat,61
0,k k pa lunch aha,26
0,ok take ur time n enjoy ur dinner,39
1,urgent trying contact u today draw show prize guaranteed call land line claim valid hr,159
0,sound good finger make difficult type,53
0,walked hour c u doesnt show care wont u believe im serious,77
0,min go lunch,26
0,type stuff sing,31
0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon,154
0,happy birthday may ur dream come true,48
0,yes fine love safe,42
0,yes last practice,19
0,oh charge camera,24
0,deep sigh miss really surprised havent gone net cafe yet get dont miss,129
0,yesterday going home,47
0,honey boo im missing u,24
0,idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing,184
0,go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting,141
0,im diet ate many slice pizza yesterday ugh im always diet,92
1,please call immediately urgent message waiting,81
0,oh got many responsibility,33
0,da car park,15
0,wylie tampa sarasota,37
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,163
0,hate call didnt accept even single call mine even messaged,104
0,lmao fun,22
0,tell friend plan valentine day lturlgt,69
0,hey iouri gave number im wylie ryans friend,56
0,wait sch finish ard,35
0,wait ltgt min,22
0,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get,104
0,per request maangalyam alaipayuthe set callertune caller press copy friend callertune,136
0,done handed celebration full swing yet,56
0,belive come home,39
0,uncle atlanta wish guy great semester,53
0,u find sitter kaitlyn sick slept day yesterday,72
1,please call customer service representative freephone ampm guaranteed cash prize,147
0,yup shd haf ard page add figure got many page,72
0,wan come come lor din c stripe skirt,71
0,good afternoon boytoy go walking day get police abstract still wake miss babe,156
1,free msg sorry service ordered could delivered sufficient credit please top receive service,148
0,lol take member said aunt flow didnt visit month cause developed ovarian cyst bc way shrink,153
0,dunno u ask,17
0,sorry ill call later ok bye,29
0,hello boytoy geeee miss already woke wish bed cuddling love,129
1,xxxmobilemovieclub use credit click wap link next txt message click httpwap xxxmobilemovieclubcomnqjkgighjjgcbl,149
0,need person give na,44
0,nooooooo im gon na bored death day cable internet outage,72
0,cant pick phone right pls send message,51
0,thinking going reg pract lesson flung advance haha wat time u going,96
0,hope know im still mad,37
0,whore unbelievable,27
0,greatest test courage earth bear defeat without losing heartgn tc,85
0,get home,22
0,aight sorry take ten year shower whats plan,56
0,v nice sheffield tom air opinion category b used measure ethnicity next census busy transcribing,127
0,place get room cheap,39
0,juz remembered got ta bathe dog today,49
0,emigrated something ok maybe bit hopeful,67
0,alreadysabarish asked go,43
0,lol know theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get,137
0,ok wahala remember friend need,54
0,okay well thanks clarification,52
0,yeah got list u joanna im feeling really anti social,75
0,yes one woman man please tell like dislike bed,75
0,could seen mei didt recognise face,53
0,wan early lei outside wun b home early neva mind,82
1,ur balance next question complete landmark big bob b barry c ben text b c good luck,132
0,ask around there lot term mids,63
0,good morning princess happy new year,38
0,yup need ill jus wait e rain stop,44
0,coffee cake guess,23
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,k ill drinkpa need sr model pls send mail id pa,78
0,sorry ill call later,22
0,howz painhope u r fine,25
0,ive got ten buck jay noncomittal,44
1,tried call reply sm video mobile min unlimited text free camcorder reply call,135
0,dont file bagi work called mei tell find anything room,118
1,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook,116
0,jay snickering tell x totally fucking chord speak,82
0,work mon thurs sat cant leh booked liao day u free,90
0,also wheres piece,22
1,want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tone gbp network operator rate apply,155
0,sure yet still trying get hold,47
0,call youcarlos isare phone vibrate acting might hear text,95
0,ok im gon na head usf like fifteen minute,51
0,watching cartoon listening music amp eve go temple amp church u,92
0,k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr pm,130
0,basket gettin full might tonight,49
0,haha awesome ive u couple time alls coming,63
1,contacted dating service someone know find call mobile landline poboxldns,149
0,get cash together ill text jason,47
0,thats one issue california okay snow manageable,74
0,en chikku nange bakra msg kalstiyathen teacoffee,56
0,jokin lar depends phone father get lor,69
0,k addie amp art ill get home,77
1,congrats nokia video camera phone call call cost ppm ave call min vary mobile close post bcm ldn wcnxx,157
0,something u ate,23
0,marriage function,27
0,hmmm imagine youve come home rub foot make dinner help get ready date sure ready kind life,175
1,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,156
0,nope juz work,28
0,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside,144
0,im way home went change batt watch go shop bit lor,74
0,hey sweet wondering moment might come want send file someone wont go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,458
0,forget tell want need crave love sweet arabian steed mmmmmm yummy,142
1,freemsg month unlimited free call activate smartcall txt call subscriptngbpwk unlimited call help stoptxt stop landlineonly,160
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today,108
0,trip ok quite tiring lor uni start today ok co im taking module jus concentrating final yr project,147
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,193
0,u coming back dinner rite dad ask confirm wif u,64
0,met stranger choose friend long world stand friendship never end let friend forever gud nitz,147
0,k im ready ltgt,25
0,carlos say pick later yeah set,59
0,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor,129
0,arm fine hows cardiff uni,34
0,good hear,25
1,congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim tscs wwwsmsconet costmax,161
0,call plz number show coveragd area urgnt call vasai amp reach clock call plz,139
0,wait bus stop aft ur lect lar dun c go get car come back n pick,104
0,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,147
0,see forwarding message proof,36
0,k must book huh going yoga basic sunday,60
0,tmr timin still da wat co got lesson,55
0,dude u knw also teluguthts gudk gud nyt,46
0,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move saidif made studentsthis wont even start datz confidence,316
0,dint slept afternoon,30
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,134
0,checking,36
0,yup studying surfing lor im e lazy mode today,59
1,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase,154
0,tonight yeah id,35
0,u got person story,28
0,bought test yesterday something let know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,237
0,already one guy loving,29
0,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount motherinlaw woman hitler eleven plus two twelve plus one amazing,256
0,haha friend tyler literally asked could get dubsack,73
1,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptxt,160
0,still working time also tried adding zero saving checking ltgt,114
0,dun b sad dun thk abt already concentrate ur paper k,81
0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hr last nite today wrk,132
0,wats da decision,21
0,guess ltgt min,26
1,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt,155
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u,101
0,ok prob,10
0,dont give monkey wot think certainly dont mind friend mineall dont sleep wiv wud annoyin,135
0,hi princess thank pic pretty,70
0,yo im right yo work,22
0,easy ahsen got selected mean good,41
0,guy go see movie side,46
1,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sound gbpweek tc apply,157
0,eye philosophy,30
0,hi hope good day better night,49
0,im good thinking,42
0,hi dude hw r u da realy mising u today,38
0,erm thought contract ran theth october,54
0,yeah probably swing roommate finish girl,73
1,missed call alert number called left message,72
0,k u bored come home,39
0,time coming,28
0,sno competition,26
0,uh head dont much left,41
1,orange customer may claim free camera phone upgrade loyalty call offer end thmarch tc apply optout availa,160
0,hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena,116
1,guess somebody know secretly fancy wan na find give u call landline dateboxessexcmxn pmin,156
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni,127
0,dad wanted talk apartment got late start omw,69
0,stupid say challenge godyou dont think write instead respond immed,103
0,usf guess might well take car,37
0,great,24
0,remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,184
0,oi gon na ring,22
0,campus library,45
0,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,171
1,day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop,135
0,would ip address test considering computer isnt minecraft server,82
0,im going orchard laready reaching soon u reaching,61
0,yeah probably still got ta check leo,47
0,gentle baby soon taking ltgt inch deep inside tight pussy,101
0,course math one day one chapter one month finish,75
0,yo guess dropped,28
0,hope alright babe worry might felt bit desparate learned job fake waiting come back love,158
0,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,119
1,win year supply cd store ur choice worth enter weekly draw txt music tscs wwwldewcomsubswinppmx,145
0,ok lor,9
0,could work well reach consensus next meeting,58
0,yo around got car back,36
0,noits ful song lyric,28
0,entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went,156
0,becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer,108
0,helloooo wake sweet morning welcome enjoy day full joy gud mrng,109
0,pls send address sir,29
0,call,22
0,whens radio show,22
0,easy mate guess quick drink bit ambitious,53
0,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt w al sudn,142
0,ltgt mca conform,36
0,take care financial problemi help,51
0,doesnt need test,25
0,dude go sup,27
0,come guoyang go n tell u told,48
0,keep payasam rinu brings,36
1,someone u know asked dating service contact cant guess call revealed pobox lshb p,139
0,cant get da laptop matric card wif lei,53
0,aint answerin phone actually pretty reasonable hour im sleepy,85
0,aldrine rakhesh ex rtm herepls callurgent,45
0,guess thats worried must know there way body repair im quite sure shouldnt worry well take slow first test guide ovulation relax nothing youve said reason worry ill keep followin,300
0,knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,244
0,got lot hair dresser fr china,39
1,hi amy sending free phone number couple day give access adult party,137
0,good word word may leave u dismay many time,58
0,wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,151
0,u early,22
0,pls speak wont ask anything friendship,65
0,cant take major role community outreach rock mel,62
1,thanks continued support question week enter u draw cash name new u president txt an,138
1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,122
0,rose redred bloodblood heartheart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,281
0,tot group mate lucky havent reply wat time need leave,83
0,wan na art,22
0,hospital da return home evening,52
0,arent next ltgt hour imma flip shit,66
0,dip cell dead coming u better respond else shall come back,82
0,co want thing,30
0,way ive put skip right outside front house see house pull,122
0,sorry ill call later,22
0,pub,23
0,flippin shit yet,26
0,dad went oredi,22
0,thought put back box,40
0,come slave going shell unconsciously avoiding making unhappy,128
0,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feel walking heaven princegn,160
0,co shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor,158
1,cash prize claim call tc rstm sw s ppm,97
0,wat late still early mah juz go dinner lor aiya dunno,71
0,howz person story,23
0,dont go tell friend youre sure want live smoke much spend hour begging come smoke,145
0,got ur mail dileepthank muchand look forward lot supportvery le contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear,205
0,day class class,35
0,okey doke im home dressed co laying around ill speak later bout time stuff,104
0,somewhere fredericksburg,32
0,yeah dont go bed ill back midnight,51
0,saw messageit k da,35
0,im smoking people use wylie smoke much justify ruining shit,83
0,ugh got outta class,24
0,boy made fun today ok problem sent one message fun,89
0,talking thats de wont,51
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went post office child went play neighbour went marriage police arrested murderer immediately who reply reason u r brilliant,444
0,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,116
0,joy father john john name joy father mandan,67
0,ok day making dinner tonite invited,73
0,cramp stopped going back sleep,35
0,hungry buy food good lei mum n yun dun wan juz buy little bit,82
0,cant u try new invention flyim joking,51
1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min txt orange call mobileupd calloptoutfq,165
0,havent,7
0,cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u,155
1,today vodafone number ending selected receive award number match call receive award,148
0,hi chikku send nice msg,30
0,ill sch fr dun haf da book sch home,68
0,ok u enjoy ur show,25
0,guess useless calling u something important,54
0,cheer u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx,136
0,ok ok take care understand,34
0,stitch trouser,26
1,ree entry weekly comp chance win ipod txt pod get entry std txt rate tc apply detail,142
0,popping ltgt ibuprofen help,45
0,nah dub je still buff,25
0,callsmessagesmissed call,32
1,ur hmv quiz cashbalance currently maximize ur cashin send hmv pmsg,104
0,bus way calicut,33
0,awesome text youre restocked,38
0,lol always convincing,30
0,good swimsuit allowed,28
0,get class bsn like ltgt minute know advising,82
0,omg u know ate,30
0,happy birthday youdearwith lot loverakhesh nri,59
0,get free call,26
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,147
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl,151
1,sm ac jsco energy high u may know channel day ur leadership skill r strong psychic reply an wquestion end reply end jsco,154
0,dont know bring food,29
0,moji informed saved life thanks,55
0,meeting u work tel shall work tomorrow,65
0,geeeee love much barely stand,51
0,love as enjoy doggy style,45
0,im late tellmiss im way,29
1,costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,162
0,gon na pick burger way home cant even move pain killing,108
0,hey want crave miss need love ahmad saeed al hallaq,96
0,yes obviously eggspert potato head speak soon,74
0,hey mate spoke mag people deliver end month deliver th sept talk later,124
0,aathiwhere dear,27
0,arun u transfr amt,27
0,kay since already,32
0,yes see ya dot,25
0,therell minor shindig place later tonight interested,70
0,today song dedicated day song u dedicate send ur valuable frnds first rply,122
0,bruce b down amp fletcher,35
0,oh ki think wi nz player unsold,46
0,u see posted facebook,41
1,lyricalladief inviting friend reply yes see wwwsmsacuhmmross stop send stop frnd,137
0,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah,95
0,good sleep rhythm person establish rhythm body learn use want know,127
0,knew u slept v late yest wake late,52
0,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune,160
0,wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,155
1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year,158
1,want new video handset time network min unlimited text camcorder reply call del sat,135
0,much textin bout,42
0,u gon na get deus ex,23
0,ltgt min stop somewhere first,51
0,hi jess dont know work call u im home eve xxx,89
0,noice text youre,31
1,forwarded hi mailbox messaging sm alert match please call back retrieve message match ccpmin,173
0,pure hearted person wonderful smile make even hisher enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,198
0,hey come online use msn,44
0,submitting da project tmr rite,42
0,hey morning come ask pa,41
0,double eviction week spiral michael good riddance,73
0,jay say youre doublefaggot,36
0,uworld site buying qbank buying self assessment also,98
0,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,141
0,got job wiproyou get every thing life year,71
0,yep get program youre slacking,42
0,aight time want come,39
0,said okay sorry,22
0,im turning phone mom telling everyone cancer sister wont stop calling hurt talk cant put see u u get home love u,169
1,free nokia motorola upto mths price linerental free xnet minstxtmth free btooth call mobileupd call optoutdwv,158
0,yes princess want please every night wish command,74
1,valued customer pleased advise following recent review mob awarded bonus prize call,152
0,hope feeling great pls fill abiola,50
0,forgot take year shower sorry atyour phone dead yet,78
0,im parked next mini coming today think,72
0,course dont tease know simply must see grin keep posted prey loving smile devouring kiss,133
0,lmao take pic send,35
0,si take mokka player,36
0,pls go ahead watt wanted sure great weekend abiola,82
0,come karnan car please wait till pm directly goto doctor,76
0,u hiding stranger,29
1,call freephone,33
0,shopping lor raining mah hard leave orchard,52
0,dont want leave im barely stay sane fighting constantly isnt helping,116
0,anything lor,15
0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,157
1,wont believe true incredible txts reply g learn truly amazing thing blow mind ofwd ptxt,149
0,let know change next hr even appendix age range however impossible chill let know hr,169
0,meet soon princess ttyl,33
0,surely dont forgot comei always touch,70
1,reminder downloaded content already paid goto httpdoit mymoby tv collect content,127
0,well obviously people cool college life went home,79
1,selected stay top british hotel nothing holiday worth claim call london bx sw,146
0,yes princess want catch big strong hand,61
0,good night dear sleepwellamptake care,44
0,sweet heart,24
